1229,1,class Wolf
2024,1,class Wolf
292,1,class Wolf
2499,1,class Wolf
830,1,class Wolf
1731,2,class Wolf
2388,2,class Wolf
1181,6,class Wolf
541,6,class Wolf
660,6,class Wolf
1729,6,class Wolf
524,6,class Wolf
699,7,class Wolf
1353,7,class Wolf
2380,7,class Wolf
1742,7,class Wolf
278,9,class Wolf
2022,10,class Wolf
632,11,class Wolf
2005,12,class Wolf
757,13,class Wolf
1819,14,class Wolf
2481,16,class Wolf
576,19,class Wolf
2923,22,class Wolf
2614,22,class Wolf
1123,24,class Wolf
157,24,class Wolf
2923,35,class Wolf
2326,63,class Wolf
2923,63,class Wolf
820,66,class Wolf
2367,68,class Wolf
1477,68,class Wolf
1563,68,class Wolf
67,69,class Wolf
71,74,class Wolf
2197,80,class Wolf
2254,80,class Wolf
78,85,class Wolf
66,86,class Wolf
64,86,class Wolf
2923,87,class Wolf
2851,87,class Wolf
85,87,class Wolf
2385,90,class Wolf
2541,91,class Wolf
902,93,class Wolf
94,95,class Wolf
61,98,class Wolf
72,99,class Wolf
710,100,class Wolf
76,100,class Wolf
474,101,class Wolf
90,101,class Wolf
786,102,class Wolf
85,102,class Wolf
84,102,class Wolf
349,103,class Wolf
75,103,class Wolf
65,103,class Wolf
91,105,class Wolf
106,107,class Wolf
80,107,class Wolf
85,110,class Wolf
1087,111,class Wolf
90,112,class Wolf
1538,113,class Wolf
1314,113,class Wolf
2430,115,class Wolf
2006,116,class Wolf
1758,116,class Wolf
2923,118,class Wolf
485,118,class Wolf
670,118,class Wolf
65,119,class Wolf
117,120,class Wolf
97,120,class Wolf
74,122,class Wolf
90,123,class Wolf
1257,124,class Wolf
2489,124,class Wolf
97,124,class Wolf
89,125,class Wolf
123,126,class Wolf
2923,127,class Wolf
88,127,class Wolf
2923,129,class Wolf
120,129,class Wolf
116,129,class Wolf
82,129,class Wolf
1566,132,class Wolf
2468,132,class Wolf
105,132,class Wolf
110,133,class Wolf
122,134,class Wolf
68,134,class Wolf
2516,135,class Wolf
99,135,class Wolf
93,135,class Wolf
89,135,class Wolf
2302,137,class Wolf
375,137,class Wolf
1617,138,class Wolf
1858,138,class Wolf
134,138,class Wolf
101,138,class Wolf
2408,139,class Wolf
115,140,class Wolf
78,140,class Wolf
79,141,class Wolf
76,141,class Wolf
2178,142,class Wolf
124,142,class Wolf
120,142,class Wolf
78,142,class Wolf
133,143,class Wolf
127,143,class Wolf
72,143,class Wolf
2923,144,class Wolf
101,144,class Wolf
92,144,class Wolf
2787,145,class Wolf
87,145,class Wolf
