250,1,class Fox
255,1,class Fox
124,1,class Fox
868,1,class Fox
45,1,class Fox
21,1,class Fox
1042,1,class Fox
430,1,class Fox
40,1,class Fox
91,1,class Fox
615,1,class Fox
1056,1,class Fox
1072,1,class Fox
116,1,class Fox
920,1,class Fox
322,1,class Fox
265,1,class Fox
1047,1,class Fox
251,1,class Fox
52,1,class Fox
511,1,class Fox
29,1,class Fox
740,1,class Fox
705,1,class Fox
500,1,class Fox
61,1,class Fox
18,1,class Fox
262,1,class Fox
633,1,class Fox
701,1,class Fox
106,1,class Fox
249,1,class Fox
836,1,class Fox
317,1,class Fox
874,1,class Fox
330,1,class Fox
328,1,class Fox
313,2,class Fox
852,2,class Fox
559,2,class Fox
788,2,class Fox
802,2,class Fox
1085,2,class Fox
515,2,class Fox
578,2,class Fox
393,2,class Fox
449,2,class Fox
713,2,class Fox
1070,2,class Fox
726,2,class Fox
941,2,class Fox
23,2,class Fox
710,2,class Fox
745,2,class Fox
1025,2,class Fox
242,2,class Fox
3,2,class Fox
752,2,class Fox
846,2,class Fox
657,2,class Fox
238,2,class Fox
946,2,class Fox
884,2,class Fox
191,3,class Fox
426,3,class Fox
693,3,class Fox
1010,3,class Fox
308,3,class Fox
42,3,class Fox
783,3,class Fox
482,3,class Fox
50,3,class Fox
1091,3,class Fox
318,3,class Fox
390,3,class Fox
1072,3,class Fox
574,3,class Fox
538,3,class Fox
112,3,class Fox
604,4,class Fox
510,4,class Fox
737,4,class Fox
847,4,class Fox
93,4,class Fox
586,4,class Fox
723,4,class Fox
1091,4,class Fox
625,4,class Fox
181,4,class Fox
1022,4,class Fox
415,4,class Fox
452,4,class Fox
989,4,class Fox
518,4,class Fox
750,5,class Fox
725,5,class Fox
545,5,class Fox
1036,5,class Fox
869,5,class Fox
383,5,class Fox
493,5,class Fox
243,5,class Fox
339,5,class Fox
177,5,class Fox
637,5,class Fox
9,5,class Fox
263,6,class Fox
440,6,class Fox
508,6,class Fox
340,6,class Fox
41,6,class Fox
180,6,class Fox
5,6,class Fox
1,6,class Fox
714,7,class Fox
1091,7,class Fox
1091,7,class Fox
221,7,class Fox
957,7,class Fox
520,7,class Fox
920,7,class Fox
1013,7,class Fox
1091,7,class Fox
878,7,class Fox
1091,7,class Fox
515,8,class Fox
35,8,class Fox
386,8,class Fox
247,8,class Fox
1010,8,class Fox
1065,8,class Fox
818,8,class Fox
304,9,class Fox
129,9,class Fox
401,9,class Fox
659,9,class Fox
628,9,class Fox
737,9,class Fox
213,9,class Fox
319,9,class Fox
1091,9,class Fox
776,9,class Fox
953,9,class Fox
646,9,class Fox
778,9,class Fox
1041,9,class Fox
1091,9,class Fox
403,9,class Fox
416,10,class Fox
798,10,class Fox
972,10,class Fox
84,10,class Fox
1027,10,class Fox
646,10,class Fox
7,10,class Fox
633,11,class Fox
1060,11,class Fox
445,11,class Fox
1091,11,class Fox
425,11,class Fox
909,11,class Fox
833,11,class Fox
912,11,class Fox
692,11,class Fox
354,11,class Fox
1085,11,class Fox
30,12,class Fox
684,12,class Fox
943,12,class Fox
77,12,class Fox
368,12,class Fox
460,12,class Fox
1025,12,class Fox
455,12,class Fox
10,12,class Fox
9,12,class Fox
9,12,class Fox
1024,13,class Fox
880,13,class Fox
785,13,class Fox
561,13,class Fox
588,13,class Fox
995,13,class Fox
462,13,class Fox
951,13,class Fox
807,13,class Fox
227,14,class Fox
1072,14,class Fox
21,14,class Fox
1009,14,class Fox
834,14,class Fox
716,14,class Fox
1019,14,class Fox
653,14,class Fox
1091,14,class Fox
245,14,class Fox
375,14,class Fox
751,14,class Fox
827,14,class Fox
334,14,class Fox
895,14,class Fox
537,15,class Fox
371,15,class Fox
1045,15,class Fox
415,15,class Fox
1091,15,class Fox
716,15,class Fox
956,16,class Fox
10,16,class Fox
276,17,class Fox
669,17,class Fox
74,17,class Fox
607,17,class Fox
872,17,class Fox
4,17,class Fox
341,18,class Fox
620,18,class Fox
1091,18,class Fox
1091,18,class Fox
769,18,class Fox
300,18,class Fox
241,19,class Fox
108,19,class Fox
929,19,class Fox
1027,19,class Fox
550,19,class Fox
555,19,class Fox
330,19,class Fox
1059,19,class Fox
943,19,class Fox
666,19,class Fox
1076,19,class Fox
54,19,class Fox
17,19,class Fox
10,19,class Fox
892,20,class Fox
409,20,class Fox
687,20,class Fox
333,20,class Fox
232,21,class Fox
976,21,class Fox
1091,21,class Fox
869,21,class Fox
829,21,class Fox
412,21,class Fox
128,21,class Fox
766,21,class Fox
18,21,class Fox
1091,22,class Fox
121,22,class Fox
105,22,class Fox
908,22,class Fox
41,22,class Fox
1,22,class Fox
163,23,class Fox
1082,23,class Fox
527,23,class Fox
281,23,class Fox
1091,23,class Fox
490,23,class Fox
1091,23,class Fox
810,23,class Fox
856,23,class Fox
638,23,class Fox
21,23,class Fox
14,23,class Fox
9,23,class Fox
8,23,class Fox
430,24,class Fox
850,24,class Fox
887,24,class Fox
23,24,class Fox
17,24,class Fox
1,24,class Fox
61,25,class Fox
497,25,class Fox
1091,25,class Fox
701,25,class Fox
12,25,class Fox
7,25,class Fox
1,25,class Fox
546,26,class Fox
873,26,class Fox
1091,26,class Fox
796,26,class Fox
1091,26,class Fox
748,26,class Fox
626,26,class Fox
831,26,class Fox
554,26,class Fox
1091,26,class Fox
23,26,class Fox
17,26,class Fox
4,26,class Fox
2,26,class Fox
95,27,class Fox
816,27,class Fox
214,27,class Fox
79,27,class Fox
136,27,class Fox
598,27,class Fox
1048,27,class Fox
283,27,class Fox
576,27,class Fox
1091,28,class Fox
321,28,class Fox
17,28,class Fox
12,28,class Fox
871,29,class Fox
1016,29,class Fox
768,29,class Fox
492,29,class Fox
24,29,class Fox
15,29,class Fox
738,30,class Fox
243,30,class Fox
858,30,class Fox
17,30,class Fox
2,30,class Fox
706,31,class Fox
366,31,class Fox
539,31,class Fox
182,31,class Fox
565,31,class Fox
17,31,class Fox
7,31,class Fox
3,31,class Fox
919,32,class Fox
1012,32,class Fox
152,32,class Fox
36,32,class Fox
291,32,class Fox
1091,32,class Fox
108,32,class Fox
