1229,1,class Wolf
2024,1,class Wolf
292,1,class Wolf
2499,1,class Wolf
830,1,class Wolf
2388,2,class Wolf
232,3,class Wolf
1181,6,class Wolf
660,6,class Wolf
524,6,class Wolf
2380,7,class Wolf
278,9,class Wolf
2550,9,class Wolf
632,11,class Wolf
253,12,class Wolf
989,13,class Wolf
757,13,class Wolf
768,14,class Wolf
2481,16,class Wolf
852,17,class Wolf
2463,18,class Wolf
842,19,class Wolf
576,19,class Wolf
2923,22,class Wolf
396,23,class Wolf
802,30,class Wolf
714,30,class Wolf
2203,32,class Wolf
1467,33,class Wolf
2923,35,class Wolf
1185,49,class Wolf
2347,52,class Wolf
2923,63,class Wolf
746,66,class Wolf
1414,68,class Wolf
1564,69,class Wolf
295,80,class Wolf
556,80,class Wolf
71,85,class Wolf
2923,87,class Wolf
82,87,class Wolf
81,102,class Wolf
976,103,class Wolf
79,105,class Wolf
87,107,class Wolf
1260,108,class Wolf
100,111,class Wolf
88,113,class Wolf
2036,117,class Wolf
2923,118,class Wolf
115,119,class Wolf
113,119,class Wolf
1322,121,class Wolf
2923,127,class Wolf
2923,129,class Wolf
104,135,class Wolf
2052,136,class Wolf
64,137,class Wolf
2902,138,class Wolf
111,138,class Wolf
1971,139,class Wolf
1279,143,class Wolf
2923,144,class Wolf
130,145,class Wolf
62,146,class Wolf
464,148,class Wolf
112,148,class Wolf
84,150,class Wolf
73,150,class Wolf
83,151,class Wolf
735,154,class Wolf
120,154,class Wolf
109,157,class Wolf
69,157,class Wolf
2684,158,class Wolf
126,158,class Wolf
120,158,class Wolf
1945,159,class Wolf
67,159,class Wolf
2007,161,class Wolf
152,161,class Wolf
97,161,class Wolf
73,162,class Wolf
1699,163,class Wolf
70,163,class Wolf
136,165,class Wolf
2873,169,class Wolf
160,169,class Wolf
91,169,class Wolf
2192,170,class Wolf
145,170,class Wolf
1072,171,class Wolf
89,171,class Wolf
495,172,class Wolf
90,172,class Wolf
76,172,class Wolf
2623,173,class Wolf
87,173,class Wolf
1557,174,class Wolf
124,174,class Wolf
730,176,class Wolf
138,176,class Wolf
165,179,class Wolf
109,179,class Wolf
165,180,class Wolf
67,180,class Wolf
173,181,class Wolf
1483,183,class Wolf
175,183,class Wolf
175,183,class Wolf
503,184,class Wolf
1542,184,class Wolf
1307,184,class Wolf
116,184,class Wolf
720,185,class Wolf
126,185,class Wolf
184,186,class Wolf
161,186,class Wolf
137,187,class Wolf
105,187,class Wolf
65,187,class Wolf
2078,188,class Wolf
2524,188,class Wolf
120,188,class Wolf
